Año,Id Política,Nombre Política,Id Programa,Nombre Programa,Presupuesto Gasto,Gasto Real
2018,15,Vivienda y urbanismo,15109,Gestión de licencias de actividades,12642928.14,11411709.24
2018,15,Vivienda y urbanismo,15104,Estrategia urbana,4702160.99,4299179.08
2018,15,Vivienda y urbanismo,15105,Gestión del patrimonio municipal del suelo,7326689.84,6382222.47
2018,15,Vivienda y urbanismo,15102,Gestión urbanística,135099111.92,116628821.9
2018,15,Vivienda y urbanismo,15103,Ejecución y control de la edificación,22443680.36,14634204.08
2018,15,Vivienda y urbanismo,15101,Planificación urbanística,4996330.0,3808859.23
2018,15,Vivienda y urbanismo,15220,Conservación y rehabilitación vivienda,33042824.19,16448079.48
2018,15,Vivienda y urbanismo,15322,Otras actuaciones en vías públicas,12123733.04,759317.45
2018,15,Vivienda y urbanismo,15321,Vías públicas,305462855.26,202260496.25
2018,15,Vivienda y urbanismo,15210,Promoción y gestión de vivienda,226077654.0,226077654.0
2018,22,Otras prestaciones económicas a favor de empleados,,,43839869.65,39709619.16
2018,22,Otras prestaciones económicas a favor de empleados,22101,Acción social para empleados,33503396.65,33626735.88
2018,22,Otras prestaciones económicas a favor de empleados,22102,Otras prestaciones,10336473.0,6082883.28
2018,17,Medio ambiente,,,481009878.09,186734540.3
2018,17,Medio ambiente,17101,Patrimonio verde,126229631.34,78680621.57
2018,17,Medio ambiente,17102,Zonas verdes,97489598.03,63706346.96
2018,17,Medio ambiente,17103,Equipamiento de zonas ajardinadas,7576419.03,1753388.81
2018,17,Medio ambiente,17211,Sostenibilidad,9909670.15,6088810.65
2018,17,Medio ambiente,17212,Control ambiental,8135691.3,7578555.1
2018,17,Medio ambiente,17000,Dirección y gestión administrativa de Medio Ambiente y Movilidad,231668868.24,28926817.21
2018,49,Otras actuaciones de caracter económico,,,103264500.73,92787427.28
2018,49,Otras actuaciones de caracter económico,49101,Servicios informáticos y comunicaciones,94984533.28,85256852.67
2018,49,Otras actuaciones de caracter económico,49300,Consumo,8279967.45,7530574.61
2018,33,Cultura,,,184239008.39,158751410.41
2018,33,Cultura,33210,Bibliotecas públicas y patrimonio bibliográfico,25016776.08,23357532.39
2018,33,Cultura,33601,Patrimonio cultural,25024236.85,8971451.38
2018,33,Cultura,33301,Museos,5677750.11,6603847.55
2018,33,Cultura,33303,Otros equipamientos culturales,1033564.13,80858.86
2018,33,Cultura,33701,Instalaciones para la juventud,31000.0,10905.82
2018,33,Cultura,33702,Actividades de ocio y tiempo libre para la juventud,2922349.73,2699610.86
2018,33,Cultura,33220,Archivos,1288922.0,1207404.14
2018,33,Cultura,33405,Banda sinfónica municipal,5222939.13,5033711.34
2018,33,Cultura,33000,"Dirección y gestión administrativa de Cultura, Turismo y Deporte",75099249.85,73309140.55
2018,33,Cultura,33401,Actividades culturales,42922220.51,37476947.52
2018,32,Educación,,,131414324.25,104194005.16
2018,32,Educación,32501,Absentismo,3685054.77,2913972.33
2018,32,Educación,32601,Servicios complementarios educación,18618889.28,16662947.84
2018,32,Educación,32110,Creación centros docentes infantil y primaria,27181112.0,12405768.37
2018,32,Educación,32301,Centros docentes enseñanza infantil y primaria,81929268.2,72211316.62
2018,31,Sanidad,,,87295869.39,84401829.27
2018,31,Sanidad,31100,Dirección y gestión administrativa Madrid Salud,13813500.46,12568848.14
2018,31,Sanidad,31101,Salubridad pública,57286380.71,55726848.44
2018,31,Sanidad,31102,Adicciones,16195988.22,16106132.69
2018,23,Servicios sociales y promoción social,,,447908223.9,409995622.41
2018,23,Servicios sociales y promoción social,23200,Planes de barrio,1788807.06,1527822.75
2018,23,Servicios sociales y promoción social,23201,Fondo de reequilibrio territorial,10989917.3,6828558.28
2018,23,Servicios sociales y promoción social,23108,Prevención y atención violencia de género,8011518.85,6964471.45
2018,23,Servicios sociales y promoción social,23103,Personas mayores y servicios sociales,252270763.91,233662225.07
2018,23,Servicios sociales y promoción social,23102,Familia e infancia,43427339.88,42155104.73
2018,23,Servicios sociales y promoción social,23101,"Prevención y atención frente a la violencia de género, igualdad y diversidad",12252752.69,9615955.89
2018,23,Servicios sociales y promoción social,23100,"Dirección y gestión administrativa de Familias, Igualdad y Bienestar Social",8329956.97,7753208.3
2018,23,Servicios sociales y promoción social,23107,Atención a la inmigración,7082447.0,6755698.22
2018,23,Servicios sociales y promoción social,23106,Integración comunitaria y emergencia social,90435081.36,82001678.49
2018,23,Servicios sociales y promoción social,23105,Atención convivencial a personas con adicciones,3950326.0,3822294.28
2018,23,Servicios sociales y promoción social,23270,Promoción plan de derechos humanos,802895.7,525642.69
2018,23,Servicios sociales y promoción social,23290,Cooperación y ciudadanía global,8566417.18,8382962.26
2018,43,"Comercio, turismo y pequeñas y medianas empresas",,,57539719.28,13876255.0
2018,43,"Comercio, turismo y pequeñas y medianas empresas",43301,Promoción económica y desarrollo empresarial,40505912.55,2875334.7
2018,43,"Comercio, turismo y pequeñas y medianas empresas",43304,Atracción de inversión e internacionalización empresarial,264056.7,369673.16
2018,43,"Comercio, turismo y pequeñas y medianas empresas",43140,Promoción comercial y emprendimiento,9634750.03,8608990.36
2018,43,"Comercio, turismo y pequeñas y medianas empresas",43220,Información y promoción turística,7135000.0,2022256.78
2018,34,Deporte,,,163918847.46,135906855.26
2018,34,Deporte,34201,Instalaciones deportivas,134603024.32,108519469.0
2018,34,Deporte,34101,Actuaciones deportivas en distritos,7750333.77,7452091.27
2018,34,Deporte,34102,Coordinación y fomento del deporte,21565489.37,19935294.99
2018,46,"Investigación, desarrollo e innovación",,,10272888.72,3825527.34
2018,46,"Investigación, desarrollo e innovación",46300,"Investigación científica, técnica y aplicada",5923355.0,62447.14
2018,46,"Investigación, desarrollo e innovación",46200,Innovación y ciudad inteligente,4349533.72,3763080.2
2018,16,Bienestar comunitario,,,666619790.74,605679745.94
2018,16,Bienestar comunitario,16210,Gestión ambiental urbana,195696750.2,193459668.42
2018,16,Bienestar comunitario,16102,Suministro hídrico,43578965.57,39209088.03
2018,16,Bienestar comunitario,16501,Equipamientos urbanos,95587374.0,84343093.78
2018,16,Bienestar comunitario,16001,Ingeniería del agua,10053855.33,2590580.64
2018,16,Bienestar comunitario,16301,Limpieza viaria,235944904.26,204093444.15
2018,16,Bienestar comunitario,16230,Parque tecnológico de Valdemingómez,85757941.38,81983870.92
2018,91,Órganos de gobierno,,,31077665.63,31610830.06
2018,91,Órganos de gobierno,91221,Área de gobierno de Políticas de Género y Diversidad,655361.0,2480765.89
2018,91,Órganos de gobierno,91220,Concejalía-Presidencia del distrito,6048898.87,5811874.53
2018,91,Órganos de gobierno,91209,Área de gobierno de Hacienda y Personal,1037111.21,600556.89
2018,91,Órganos de gobierno,91208,"Área de gobierno de Familias, Igualdad y Bienestar Social",671791.91,603952.83
2018,91,Órganos de gobierno,91240,Grupos políticos municipales,10974821.08,10720715.87
2018,91,Órganos de gobierno,91201,Alcaldía,635599.0,681584.52
2018,91,Órganos de gobierno,91200,Oficina del secretario de la Junta de Gobierno,1215798.76,1094245.28
2018,91,Órganos de gobierno,91203,"Área delegada de Coordinación Territorial, Transparencia y Participación Ciudadana",349952.0,329498.81
2018,91,Órganos de gobierno,91202,Gabinete de la Alcaldía,1238912.0,1141207.53
2018,91,Órganos de gobierno,91205,"Área de gobierno de Participación Ciudadana, Transparencia y Gobierno Abierto",416498.75,400502.25
2018,91,Órganos de gobierno,91204,"Área de gobierno de Portavoz, Coordinación de la Junta de Gobierno y Relaciones con el Pleno",358107.23,355839.78
2018,91,Órganos de gobierno,91206,Área de gobierno de Desarrollo Urbano,725328.17,673905.23
2018,91,Órganos de gobierno,91230,Secretaría general del Pleno,5060707.0,5043374.64
2018,91,Órganos de gobierno,91218,"Área de gobierno de Portavoz, Seguridad y Emergencias",645920.84,621377.71
2018,91,Órganos de gobierno,91212,Área de gobierno de Medio Ambiente y Movilidad,412468.0,407469.54
2018,91,Órganos de gobierno,91213,"Área de gobierno de Cultura, Turismo y Deporte",368261.9,342357.01
2018,91,Órganos de gobierno,91216,Presidencia del Pleno,262127.91,301601.75
2018,93,Administración financiera y tributaria,,,551722045.31,285686698.17
2018,93,Administración financiera y tributaria,93104,Colaboración público privada,384878.25,346641.14
2018,93,Administración financiera y tributaria,93105,Sector público,1059075.08,1023521.71
2018,93,Administración financiera y tributaria,93106,Análisis de políticas públicas,226550.0,580317.64
2018,93,Administración financiera y tributaria,93100,Dirección y gestión administrativa de Hacienda y Personal,9240352.55,8591199.81
2018,93,Administración financiera y tributaria,93101,Programación y presupuestación,6939175.99,2997398.36
2018,93,Administración financiera y tributaria,93102,Control interno y contabilidad,16779603.16,15466295.42
2018,93,Administración financiera y tributaria,93201,Reclamaciones económico-administrativas,3040340.04,2838503.09
2018,93,Administración financiera y tributaria,93200,Gestión tributaria,56718194.52,52815332.05
2018,93,Administración financiera y tributaria,93302,Edificios,38001391.14,35686812.77
2018,93,Administración financiera y tributaria,93303,I.F.S. Gestión del patrimonio,331509414.84,131619342.61
2018,93,Administración financiera y tributaria,93301,"Construcción, mantenimiento y rehabilitación de inmuebles municipales",33162450.63,29257297.96
2018,93,Administración financiera y tributaria,93401,Política financiera,52911047.79,2774794.6
2018,93,Administración financiera y tributaria,93405,Tesorería,1749571.32,1689241.01
2018,92,Servicios de carácter general,,,276211770.89,253844580.84
2018,92,Servicios de carácter general,92901,Créditos globales,841144.86,
2018,92,Servicios de carácter general,92206,Coordinación general de la alcaldía,4507276.64,4321455.49
2018,92,Servicios de carácter general,92207,Relaciones institucionales,3540376.47,3184541.49
2018,92,Servicios de carácter general,92201,Relaciones con el Pleno,332372.0,332342.92
2018,92,Servicios de carácter general,92202,Comunicación,5302942.0,4655988.26
2018,92,Servicios de carácter general,92208,Coordinación técnica de los distritos,5983961.08,5466581.51
2018,92,Servicios de carácter general,92209,Desconcentración y acción territorial,1361997.75,1270557.51
2018,92,Servicios de carácter general,92011,"Dirección y gestión administrativa de Portavoz, Coordinación de la Junta de Gobierno y Relaciones con el Pleno",8605080.22,7591859.45
2018,92,Servicios de carácter general,92320,Análisis socioeconómico,1011468.4,1323433.18
2018,92,Servicios de carácter general,92222,Oficina Municipal contra el Fraude y la Corrupción,188913.0,130272.6
2018,92,Servicios de carácter general,92402,Participación empresarial,3868382.02,2708610.56
2018,92,Servicios de carácter general,92401,Participación ciudadana,7137561.31,6367820.66
2018,92,Servicios de carácter general,92310,Estadística,2704327.47,2263210.98
2018,92,Servicios de carácter general,92501,Atención a la ciudadanía,33175642.03,28696782.91
2018,92,Servicios de carácter general,92006,Fomento de la transparencia y mejora de la gestión,4820796.0,4829003.82
2018,92,Servicios de carácter general,92007,Gestión de personal,26724816.1,19274143.45
2018,92,Servicios de carácter general,92004,Formación de personal,3660702.32,3174121.86
2018,92,Servicios de carácter general,92005,Relaciones laborales,5370034.16,11800064.38
2018,92,Servicios de carácter general,92002,Organización y régimen jurídico,2579820.0,2466698.53
2018,92,Servicios de carácter general,92003,Contratación y servicios,51311929.64,49024152.51
2018,92,Servicios de carácter general,92000,Dirección y gestión administrativa de la gerencia de la ciudad,11593503.48,10937563.66
2018,92,Servicios de carácter general,92001,Dirección y gestión administrativa del distrito,82167227.56,76316744.28
2018,92,Servicios de carácter general,92008,Planificación de recursos humanos,5036612.15,3237611.22
2018,92,Servicios de carácter general,92009,Asesoría jurídica,4384884.23,4471019.61
2018,44,Transporte público,,,266697515.2,239257669.19
2018,44,Transporte público,44110,"Promoción, control y desarrollo del transporte",266697515.2,239257669.19
2019,24,Fomento del empleo,,,46737535.69,42443266.6
2019,24,Fomento del empleo,24109,Intermediación laboral,5460646.0,2686077.65
2019,24,Fomento del empleo,24102,Formación profesional para el empleo,18355004.2,19364229.52
2019,24,Fomento del empleo,24103,Políticas activas de empleo municipales,8145635.0,8077827.0
2019,24,Fomento del empleo,24100,Dirección y gestión administrativa de la Agencia de Empleo de Madrid,14616210.0,12200601.24
2019,24,Fomento del empleo,24105,Fomento del empleo - U.E.,160040.49,114531.19
2019,13,Seguridad y movilidad ciudadana,,,782439584.81,713885286.3
2019,13,Seguridad y movilidad ciudadana,13201,Seguridad,401065365.82,374218628.46
2019,13,Seguridad y movilidad ciudadana,13302,Gestión de aparcamientos,18801720.47,4474104.99
2019,13,Seguridad y movilidad ciudadana,13610,Bomberos,140032055.45,125489489.24
2019,13,Seguridad y movilidad ciudadana,13301,Tráfico,38697924.11,33998392.9
2019,13,Seguridad y movilidad ciudadana,13403,Instalaciones de gestión de la movilidad,9871687.46,9871687.46
2019,13,Seguridad y movilidad ciudadana,13402,Planificación de la movilidad,4938625.0,3157428.44
2019,13,Seguridad y movilidad ciudadana,13001,Coordinación general de seguridad y emergencias,4916299.64,4350909.88
2019,13,Seguridad y movilidad ciudadana,13000,"Dirección y gestión administrativa de Portavoz, Seguridad y Emergencias",9649251.83,8904872.64
2019,13,Seguridad y movilidad ciudadana,13404,Gestión de la movilidad,92121990.22,89732452.49
2019,13,Seguridad y movilidad ciudadana,13510,SAMUR-Protección Civil,62344664.81,59687319.8
2019,01,Deuda pública,,,611945993.3,611927513.4
2019,01,Deuda pública,01111,Endeudamiento,611945993.3,611927513.4
2019,15,Vivienda y urbanismo,,,860593387.07,554757844.03
2019,15,Vivienda y urbanismo,15000,Dirección y gestión administrativa de Desarrollo Urbano,75744042.03,69509101.98
2019,15,Vivienda y urbanismo,15340,Infraestructuras urbanas,97987263.6,37706387.6
2019,15,Vivienda y urbanismo,15109,Gestión de licencias de actividades,14130385.0,12587452.85
2019,15,Vivienda y urbanismo,15104,Estrategia urbana,6400307.33,6124117.18
2019,15,Vivienda y urbanismo,15105,Gestión del patrimonio municipal del suelo,14921277.74,13977236.98
2019,15,Vivienda y urbanismo,15102,Gestión urbanística,64323242.67,58429481.27
2019,15,Vivienda y urbanismo,15103,Ejecución y control de la edificación,10734190.58,9850418.01
2019,15,Vivienda y urbanismo,15101,Planificación urbanística,3466523.31,2965596.96
2019,15,Vivienda y urbanismo,15324,Actuaciones de regeneración en vías públicas,3300000.0,
2019,15,Vivienda y urbanismo,15220,Conservación y rehabilitación vivienda,48529048.4,20501740.54
2019,15,Vivienda y urbanismo,15322,Otras actuaciones en vías públicas,25456183.95,4170706.61
2019,15,Vivienda y urbanismo,15323,Infraestructuras Madrid Calle 30,108421656.05,89852549.44
2019,15,Vivienda y urbanismo,15320,Dirección y gestión administrativa de Obras y Equipamientos,485540.82,434206.27
2019,15,Vivienda y urbanismo,15321,Vías públicas,263216443.39,135618872.23
2019,15,Vivienda y urbanismo,15330,Infraestructuras de movilidad,46609.2,16359.2
2019,15,Vivienda y urbanismo,15210,Promoción y gestión de vivienda,123430673.0,93013616.91
2019,22,Otras prestaciones económicas a favor de empleados,,,50557959.0,45684663.37
2019,22,Otras prestaciones económicas a favor de empleados,22101,Acción social para empleados,36395070.0,34062533.17
2019,22,Otras prestaciones económicas a favor de empleados,22102,Otras prestaciones,14162889.0,11622130.2
2019,17,Medio ambiente,,,379326307.7,244899276.01
2019,17,Medio ambiente,17101,Patrimonio verde,126729418.85,78667001.26
2019,17,Medio ambiente,17102,Zonas verdes,165823088.63,95918555.13
2019,17,Medio ambiente,17103,Equipamiento de zonas ajardinadas,13859292.92,3873554.04
2019,17,Medio ambiente,17211,Sostenibilidad,13377946.4,8737099.02
2019,17,Medio ambiente,17212,Control ambiental,8341099.93,7917689.8
2019,17,Medio ambiente,17000,Dirección y gestión administrativa de Medio Ambiente y Movilidad,51195460.97,49785376.76
2019,49,Otras actuaciones de caracter económico,,,105487660.58,88899407.13
2019,49,Otras actuaciones de caracter económico,49102,Oficina digital,44892.0,
2019,49,Otras actuaciones de caracter económico,49101,Servicios informáticos y comunicaciones,96997500.99,81081202.75
2019,49,Otras actuaciones de caracter económico,49300,Consumo,8445267.59,7818204.38
2019,33,Cultura,,,215044260.34,186215141.58
2019,33,Cultura,33210,Bibliotecas públicas y patrimonio bibliográfico,25888277.51,24452110.04
2019,33,Cultura,33601,Patrimonio cultural,26564633.35,13966822.81
2019,33,Cultura,33301,Museos,9883962.7,8813312.45
2019,33,Cultura,33303,Otros equipamientos culturales,6107653.98,1824851.82
2019,33,Cultura,33701,Instalaciones para la juventud,4096.0,596.0
2019,33,Cultura,33702,Actividades de ocio y tiempo libre para la juventud,4046367.68,3875363.62
2019,33,Cultura,33220,Archivos,1353855.22,1323766.2
2019,33,Cultura,33405,Banda sinfónica municipal,5428667.76,4930211.32
2019,33,Cultura,33000,"Dirección y gestión administrativa de Cultura, Turismo y Deporte",89347612.3,88454353.69
2019,33,Cultura,33401,Actividades culturales,46419133.84,38573753.63
2019,32,Educación,,,141012229.94,128778763.41
2019,32,Educación,32501,Absentismo,4223654.84,3654504.79
2019,32,Educación,32601,Servicios complementarios educación,20677398.47,17726208.4
2019,32,Educación,32110,Creación centros docentes infantil y primaria,14336360.44,13538042.17
2019,32,Educación,32301,Centros docentes enseñanza infantil y primaria,101774816.19,93860008.05
2019,31,Sanidad,,,93399886.77,88017948.4
2019,31,Sanidad,31100,Dirección y gestión administrativa Madrid Salud,14633157.24,14705568.43
2019,31,Sanidad,31101,Salubridad pública,61516164.95,56508792.09
2019,31,Sanidad,31102,Adicciones,17250564.58,16803587.88
2019,23,Servicios sociales y promoción social,,,517651542.7,466154240.59
2019,23,Servicios sociales y promoción social,23200,Planes de barrio,482866.0,400598.0
2019,23,Servicios sociales y promoción social,23201,Fondo de reequilibrio territorial,34585397.43,22977724.35
2019,23,Servicios sociales y promoción social,23109,"Innovación, estrategia social y voluntariado",1032870.36,1014212.72
2019,23,Servicios sociales y promoción social,23108,Prevención y atención violencia de género,3627821.08,3602428.31
2019,23,Servicios sociales y promoción social,23103,Personas mayores y servicios sociales,282662175.0,252223623.45
2019,23,Servicios sociales y promoción social,23102,Familia e infancia,46046186.83,44568127.32
2019,23,Servicios sociales y promoción social,23101,"Prevención y atención frente a la violencia de género, igualdad y diversidad",17513886.83,14259338.97
2019,23,Servicios sociales y promoción social,23100,"Dirección y gestión administrativa de Familias, Igualdad y Bienestar Social",8940742.83,7946031.72
2019,23,Servicios sociales y promoción social,23107,Atención a la inmigración,10028412.63,9223268.89
2019,23,Servicios sociales y promoción social,23106,Integración comunitaria y emergencia social,96794123.71,93775487.82
2019,23,Servicios sociales y promoción social,23105,Atención convivencial a personas con adicciones,4037616.0,4013294.64
2019,23,Servicios sociales y promoción social,23104,"Promoción, conciliación y cooperación institucional para la igualdad de oportunidades",291783.53,1131411.88
2019,23,Servicios sociales y promoción social,23270,Promoción plan de derechos humanos,1805000.0,1315504.21
2019,23,Servicios sociales y promoción social,23290,Cooperación y ciudadanía global,9802660.47,9703188.31
2019,43,"Comercio, turismo y pequeñas y medianas empresas",,,66272553.31,31385736.34
2019,43,"Comercio, turismo y pequeñas y medianas empresas",43301,Promoción económica y desarrollo empresarial,49459216.23,16562345.71
2019,43,"Comercio, turismo y pequeñas y medianas empresas",43300,"Dirección y gestión administrativa de Economía, Innovación y Empleo",486132.71,207670.31
2019,43,"Comercio, turismo y pequeñas y medianas empresas",43305,Emprendimiento,1405956.22,1647234.66
2019,43,"Comercio, turismo y pequeñas y medianas empresas",43304,Atracción de inversión e internacionalización empresarial,1186574.0,966975.06
2019,43,"Comercio, turismo y pequeñas y medianas empresas",43140,Promoción comercial y emprendimiento,4067181.49,2957946.87
2019,43,"Comercio, turismo y pequeñas y medianas empresas",43220,Información y promoción turística,6464443.22,5496401.18
2019,43,"Comercio, turismo y pequeñas y medianas empresas",43100,Comercio,3203049.44,3547162.55
2019,34,Deporte,,,174520886.21,148768200.71
2019,34,Deporte,34201,Instalaciones deportivas,146179551.37,123735162.04
2019,34,Deporte,34101,Actuaciones deportivas en distritos,2119447.96,1584958.63
2019,34,Deporte,34102,Coordinación y fomento del deporte,26221886.88,23448080.04
2019,46,"Investigación, desarrollo e innovación",,,12192690.16,4693067.4
2019,46,"Investigación, desarrollo e innovación",46300,"Investigación científica, técnica y aplicada",7848925.94,1134722.36
2019,46,"Investigación, desarrollo e innovación",46200,Innovación y ciudad inteligente,4343764.22,3558345.04
2019,16,Bienestar comunitario,,,777664887.56,724363514.95
2019,16,Bienestar comunitario,16210,Gestión ambiental urbana,247777829.87,245377407.39
2019,16,Bienestar comunitario,16102,Suministro hídrico,22552450.39,20825774.75
2019,16,Bienestar comunitario,16501,Equipamientos urbanos,105119640.17,101766913.69
2019,16,Bienestar comunitario,16001,Ingeniería del agua,19365030.93,4328284.5
2019,16,Bienestar comunitario,16301,Limpieza viaria,266973662.42,260531781.11
2019,16,Bienestar comunitario,16230,Parque tecnológico de Valdemingómez,115876273.78,91533353.51
2019,91,Órganos de gobierno,,,32710333.67,30786407.9
2019,91,Órganos de gobierno,91222,Área delegada de Turismo,31471.0,61732.06
2019,91,Órganos de gobierno,91221,Área de gobierno de Políticas de Género y Diversidad,609831.04,1976231.59
2019,91,Órganos de gobierno,91220,Concejalía-Presidencia del distrito,6361779.58,5573998.14
2019,91,Órganos de gobierno,91209,Área de gobierno de Hacienda y Personal,594886.0,602357.56
2019,91,Órganos de gobierno,91208,"Área de gobierno de Familias, Igualdad y Bienestar Social",619423.96,821193.72
2019,91,Órganos de gobierno,91240,Grupos políticos municipales,12060187.64,9631064.33
2019,91,Órganos de gobierno,91201,Alcaldía,730972.0,907005.37
2019,91,Órganos de gobierno,91200,Oficina del secretario de la Junta de Gobierno,1155680.35,998259.14
2019,91,Órganos de gobierno,91203,"Área delegada de Coordinación Territorial, Transparencia y Participación Ciudadana",373077.36,218498.45
2019,91,Órganos de gobierno,91202,Gabinete de la Alcaldía,1315269.37,1069662.15
2019,91,Órganos de gobierno,91205,"Área de gobierno de Participación Ciudadana, Transparencia y Gobierno Abierto",432016.68,227704.45
2019,91,Órganos de gobierno,91204,"Área de gobierno de Portavoz, Coordinación de la Junta de Gobierno y Relaciones con el Pleno",362908.19,191399.6
2019,91,Órganos de gobierno,91207,Área de gobierno de Obras y Equipamientos,1226.0,126626.56
2019,91,Órganos de gobierno,91206,Área de gobierno de Desarrollo Urbano,675626.41,679812.38
2019,91,Órganos de gobierno,91230,Secretaría general del Pleno,5462115.0,5341729.13
2019,91,Órganos de gobierno,91218,"Área de gobierno de Portavoz, Seguridad y Emergencias",601965.93,613764.68
2019,91,Órganos de gobierno,91219,Área delegada de Internacionalización y Cooperación,46950.78,58486.48
2019,91,Órganos de gobierno,91212,Área de gobierno de Medio Ambiente y Movilidad,409710.6,374323.7
2019,91,Órganos de gobierno,91213,"Área de gobierno de Cultura, Turismo y Deporte",340171.0,441162.17
2019,91,Órganos de gobierno,91210,Área de gobierno de Vicealcaldía,6215.78,165579.9
2019,91,Órganos de gobierno,91211,Área delegada de Deporte,,47412.52
2019,91,Órganos de gobierno,91216,Presidencia del Pleno,518849.0,410717.51
2019,91,Órganos de gobierno,91217,"Área delegada de Emprendimiento, Empleo e Innovación",,42892.99
2019,91,Órganos de gobierno,91214,"Área de gobierno de Economía, Innovación y Empleo",,163558.39
2019,91,Órganos de gobierno,91215,Área delegada de Vivienda,,41234.93
2019,93,Administración financiera y tributaria,,,577859534.34,383042505.79
2019,93,Administración financiera y tributaria,93104,Colaboración público privada,408156.0,455983.1
2019,93,Administración financiera y tributaria,93105,Sector público,1181811.0,643431.72
2019,93,Administración financiera y tributaria,93106,Análisis de políticas públicas,782585.04,785587.21
2019,93,Administración financiera y tributaria,93100,Dirección y gestión administrativa de Hacienda y Personal,11663451.4,11228023.64
2019,93,Administración financiera y tributaria,93101,Programación y presupuestación,3224106.21,3365801.6
2019,93,Administración financiera y tributaria,93102,Control interno y contabilidad,16887678.54,16020338.48
2019,93,Administración financiera y tributaria,93201,Reclamaciones económico-administrativas,3492491.74,2899068.75
2019,93,Administración financiera y tributaria,93200,Gestión tributaria,58349194.0,55664901.9
2019,93,Administración financiera y tributaria,93304,Gestión patrimonial,60554969.57,60589338.69
2019,93,Administración financiera y tributaria,93302,Edificios,44149726.19,37609272.91
2019,93,Administración financiera y tributaria,93303,I.F.S. Gestión del patrimonio,303712743.6,153891962.53
2019,93,Administración financiera y tributaria,93301,"Construcción, mantenimiento y rehabilitación de inmuebles municipales",60530547.32,37356386.02
2019,93,Administración financiera y tributaria,93401,Política financiera,11048990.73,913767.43
2019,93,Administración financiera y tributaria,93405,Tesorería,1873083.0,1618641.81
2019,92,Servicios de carácter general,,,300201697.25,262905909.7
2019,92,Servicios de carácter general,92901,Créditos globales,14016342.42,
2019,92,Servicios de carácter general,92206,Coordinación general de la alcaldía,5172481.0,3929704.98
2019,92,Servicios de carácter general,92207,Relaciones institucionales,3047873.89,2771725.32
2019,92,Servicios de carácter general,92201,Relaciones con el Pleno,346337.0,423291.82
2019,92,Servicios de carácter general,92202,Comunicación,5023358.36,4478116.31
2019,92,Servicios de carácter general,92208,Coordinación técnica de los distritos,14725061.96,13123987.01
2019,92,Servicios de carácter general,92209,Desconcentración y acción territorial,2205574.45,3114908.93
2019,92,Servicios de carácter general,92011,"Dirección y gestión administrativa de Portavoz, Coordinación de la Junta de Gobierno y Relaciones con el Pleno",3236802.58,1996034.06
2019,92,Servicios de carácter general,92010,Dirección y gestión administrativa de Vicealcaldía,304496.44,1202623.16
2019,92,Servicios de carácter general,92012,Dirección y gestión administrativa de Coordinación General de la Alcaldía,1915856.39,3648145.49
2019,92,Servicios de carácter general,92320,Análisis socioeconómico,1512092.81,866459.98
2019,92,Servicios de carácter general,92222,Oficina Municipal contra el Fraude y la Corrupción,252676.05,277901.85
2019,92,Servicios de carácter general,92402,Participación empresarial,4121471.81,2910104.28
2019,92,Servicios de carácter general,92401,Participación ciudadana,8659118.79,7157050.63
2019,92,Servicios de carácter general,92310,Estadística,2234643.25,2246069.7
2019,92,Servicios de carácter general,92501,Atención a la ciudadanía,36518086.79,34193365.8
2019,92,Servicios de carácter general,92006,Fomento de la transparencia y mejora de la gestión,5272575.01,4601563.51
2019,92,Servicios de carácter general,92007,Gestión de personal,22122586.04,9174309.63
2019,92,Servicios de carácter general,92004,Formación de personal,3881163.37,2947038.69
2019,92,Servicios de carácter general,92005,Relaciones laborales,10945901.48,14021403.98
2019,92,Servicios de carácter general,92002,Organización y régimen jurídico,2703159.65,2640199.47
2019,92,Servicios de carácter general,92003,Contratación y servicios,48715131.75,46678221.52
2019,92,Servicios de carácter general,92000,Dirección y gestión administrativa de la gerencia de la ciudad,9840845.09,6656586.12
2019,92,Servicios de carácter general,92001,Dirección y gestión administrativa del distrito,85165020.65,83955891.08
2019,92,Servicios de carácter general,92008,Planificación de recursos humanos,3406199.63,5307896.64
2019,92,Servicios de carácter general,92009,Asesoría jurídica,4856840.59,4583309.74
2019,44,Transporte público,,,304694597.11,251623750.4
2019,44,Transporte público,44110,"Promoción, control y desarrollo del transporte",304694597.11,251623750.4
2020,24,Fomento del empleo,,,48043357.33,39388931.79
2020,24,Fomento del empleo,24109,Intermediación laboral,451500.0,100499.01
2020,24,Fomento del empleo,24102,Formación profesional para el empleo,19091897.0,17304070.74
2020,24,Fomento del empleo,24103,Políticas activas de empleo municipales,4798299.33,2658717.44
2020,24,Fomento del empleo,24100,Dirección y gestión administrativa de la Agencia de Empleo de Madrid,23267460.0,18955007.77
2020,24,Fomento del empleo,24101,Empleo,345136.0,345136.0
2020,24,Fomento del empleo,24105,Fomento del empleo - U.E.,89065.0,25500.83
2020,13,Seguridad y movilidad ciudadana,,,794862623.14,750265386.38
2020,13,Seguridad y movilidad ciudadana,13201,Seguridad,389656846.5,393266581.71
2020,13,Seguridad y movilidad ciudadana,13302,Gestión de aparcamientos,20728177.19,5948507.11
2020,13,Seguridad y movilidad ciudadana,13610,Bomberos,145027570.27,135196123.97
2020,13,Seguridad y movilidad ciudadana,13301,Tráfico,44032958.98,35351573.85
